REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.177716	0.41383	0.17880032464847176
G000010605	0.189414	0.39899	0.19567056093015284
G000091305	0.181046	0.4276	0.1888183345712809
G000156435	0.17636	0.41083	0.18367885146879978
G000158935	0.170802	0.45883	0.1879388514687998
G000158955	0.17151	0.4166	0.1858070408493914
G000163875	0.125494	0.41451	0.1820110856048081
G000203835	0.176841	0.44285	0.18799885146879985
G000225525	0.193395	0.0563	0.1795059526263966
G000242715	0.0398941	0.00096	0.20175671523120728
G000253235	0.189701	0.38486	0.1845037814144044
G000317595	0.179959	0.39986	0.18662833457128092
G000331005	0.181624	0.40432	0.19198466147151247
G000349325	0.176134	0.42095	0.17906500403796732
G000373565	0.219456	0.00869	0.19665624172943938
G000375725	0.213137	0.04347	0.19506056093015287
G000376565	0.180392	0.44466	0.18573466147151246
G000384175	0.196687	0.0757	0.18454378141440445
G000429085	0.186989	0.3327	0.19338056093015285
G000444875	0.179837	0.40856	0.17070554491890771
G000497445	0.179687	0.39381	0.1846555449189077
G000716675	0.188062	0.4012	0.18571624172943937
G000716805	0.181766	0.39479	0.1946303246484718
G000717025	0.192463	0.35296	0.19981056093015284
G000718095	0.189779	0.36486	0.1939718724936255
G000718315	0.183521	0.3993	0.18236554491890766
G000718595	0.188943	0.37706	0.18587378141440444
G000719335	0.194565	0.36017	0.19761313141831277
G000719955	0.192431	0.35451	0.19375284263522752
G000720455	0.194472	0.3524	0.20460855750924842
G000720475	0.189216	0.37244	0.1938162417294394
G000721105	0.174829	0.42624	0.17689392562894993
G000721235	0.174613	0.4432	0.18423885146879984
G000721265	0.198812	0.3081	0.22041960012745446
G000721275	0.191159	0.39278	0.18921378141440445
G000725495	0.182182	0.42282	0.1817603246484718
G000725795	0.181322	0.36538	0.18404554491890768
G000802245	0.185417	0.32083	0.2017055449189077
G000818195	0.206441	0.07209	0.1979718724936255
G000819545	0.176603	0.19696	0.19199413399600024
G000827005	0.192745	0.36413	0.19589477705741545
G000830005	0.189201	0.38669	0.18192378141440443
G000968255	0.178707	0.42474	0.1809803246484718
G001005085	0.181312	0.43983	0.18261554491890772
G001013905	0.178463	0.40787	0.1778988514687998
G001278075	0.189345	0.37342	0.19650682625297508
G001279985	0.181443	0.42022	0.1830301529105152
G001298575	0.184174	0.41328	0.19002466147151248
G001418335	0.180779	0.4117	0.1910903246484718
G001418415	0.180514	0.39205	0.19026885146879982
G001418465	0.187138	0.39812	0.1882562417294394
G001418475	0.180134	0.40897	0.1892183345712809
G001418585	0.178115	0.42273	0.18293214097085495
G001418655	0.179471	0.42638	0.17581032464847174
G001419695	0.181116	0.35643	0.19598885146879985
G001419745	0.185795	0.40352	0.18651624172943934
G001509795	0.174436	0.41977	0.17422595262639656
G001511815	0.179889	0.44371	0.17580554491890768
G001514045	0.175639	0.42777	0.18299491516905442
G001646665	0.189095	0.38043	0.18100378141440443
G001660045	0.179035	0.42697	0.1855288514687998
G001746425	0.192704	0.3436	0.20060855750924844
G001750785	0.191517	0.35533	0.19508378141440444
G001905365	0.189174	0.38611	0.18977056093015282
