#FeatureID	ESTIMATED
G000009245	0.0218803
G000011405	0.0215178
G000014605	0.0215178
G000017785	0.0218483
G000019285	0.0723692
G000153845	0.021731
G000168775	0.0218803
G000170295	0.0220189
G000262205	0.0463197
G000313385	0.0217843
G000478845	0.0219443
G000524575	0.0205048
G000681495	0.021731
G000742095	0.0168794
G000833335	0.021891
G001042525	0.0457332
G001042545	0.0456266
G001412545	0.0205581
G001574475	0.0226054
G001574485	0.0224454
G001574495	0.022776
G001574555	0.0223388
G001574565	0.022712
G001574585	0.022616
G001574605	0.02268
G001574635	0.0218696
G001574655	0.0220509
G001574675	0.0223068
G001574695	0.0222642
G001574705	0.0226587
G001574735	0.0221682
G001574775	0.0221789
G001574785	0.0222642
G001574795	0.0227227
G001574835	0.0225094
G001574885	0.0206967
G001611815	0.0223708
G001696935	0.0220936
G001696945	0.0239382
G001696955	0.0219976
