#FeatureID	ESTIMATED
G000091305	0.0470271
G000156435	0.0294657
G000158935	0.0245013
G000158955	0.0485152
G000203835	0.0249759
G000204605	0.0138285
G000331005	0.0180874
G000349325	0.0230133
G000376565	0.0202938
G000444875	0.0264127
G000497445	0.0227311
G000716215	0.0280931
G000716675	0.0105061
G000718315	0.0201398
G000721105	0.025566
G000721235	0.0231929
G000725495	0.0153165
G000968255	0.237868
G001005085	0.0198191
G001279985	0.0210378
G001298575	0.0159323
G001418335	0.0173177
G001418415	0.0326599
G001418475	0.0455006
G001418585	0.0209223
G001418655	0.0297479
G001419745	0.0111218
G001509795	0.0202681
G001511815	0.0301841
G001513975	0.031531
G001654495	0.019306
G001660045	0.0251171
