REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.191538	0.23882	0.1564132677751482
G000010605	0.200837	0.24678	0.1984130012396792
G000091305	0.201225	0.2444	0.16415414766875755
G000092385	0.209439	0.23334	0.22497300123967917
G000147815	0.209701	0.22617	0.2237330012396792
G000158915	0.211214	0.22121	0.23086300123967923
G000158935	0.192101	0.26133	0.15712666110508094
G000158955	0.197235	0.21896	0.15713326400378563
G000163875	0.213065	0.20372	0.21758300123967916
G000203835	0.193033	0.2788	0.15718666110508095
G000204605	0.200388	0.23072	0.16427990656222496
G000213055	0.211353	0.19721	0.21636300123967922
G000225525	0.206152	0.04067	0.1534456810427171
G000242715		0.1763627593138425
G000253235	0.205045	0.2275	0.18876300123967918
G000317595	0.201202	0.23683	0.16196414766875755
G000331005	0.200087	0.22603	0.16784990656222498
G000342125	0.2136	0.19427	0.20870300123967922
G000349325	0.194755	0.24482	0.15246568104271713
G000375725	0.225363	0.02383	0.1978030012396792
G000376565	0.198002	0.265	0.16159990656222498
G000384175	0.224991	0.02204	0.1888030012396792
G000429085	0.198008	0.1874	0.19612300123967918
G000444875	0.200804	0.24034	0.1401206837611299
G000497425	0.20314	0.22405	0.2068430012396792
G000695235	0.207484	0.23572	0.2087630012396792
G000716215	0.195404	0.2352	0.15727078601581013
G000716675	0.198873	0.25175	0.1673017834394237
G000716805	0.191049	0.26127	0.1722432677751482
G000717025	0.201979	0.20424	0.20255300123967918
G000717345	0.20877	0.21159	0.2023030012396792
G000717745	0.204845	0.20312	0.2100130012396792
G000718015	0.211458	0.19018	0.20572300123967918
G000718095	0.201574	0.21031	0.20160300123967917
G000718315	0.202234	0.24423	0.15056501516271414
G000718595	0.201529	0.21958	0.1901330012396792
G000718635	0.208971	0.21098	0.2079130012396792
G000719265	0.211013	0.18259	0.20327300123967917
G000719335	0.208684	0.21855	0.2012030012396792
G000719955	0.206727	0.22032	0.1911630012396792
G000720455	0.209833	0.20946	0.20853300123967922
G000720475	0.197235	0.2268	0.1754017834394237
G000721235	0.198154	0.2446	0.15342666110508094
G000721265	0.209052	0.18652	0.2254530012396792
G000721275	0.207366	0.24029	0.19347300123967917
G000725495	0.196182	0.2503	0.1593732677751482
G000725795	0.202467	0.19896	0.15444672606873383
G000802245	0.199534	0.19393	0.1685407648467142
G000818195	0.223758	0.02635	0.20560300123967917
G000819545	0.213959	0.06139	0.16769561750251125
G000827005	0.207136	0.21436	0.19118300123967918
G000830005	0.201742	0.24161	0.18618300123967918
G000935125	0.205857	0.19578	0.2017330012396792
G000938975	0.21247	0.22035	0.2202830012396792
G000968255	0.189828	0.26169	0.1585932677751482
G001005085	0.200336	0.27449	0.1546421200095786
G001013905	0.194845	0.24071	0.14708666110508092
G001187435	0.214659	0.18697	0.2062130012396792
G001278075	0.198658	0.22365	0.20182300123967917
G001279695	0.19831	0.23596	0.1950730012396792
G001279725	0.206029	0.1881	0.2115530012396792
G001298575	0.202469	0.23711	0.16588990656222496
G001418335	0.193486	0.22677	0.16870326777514819
G001418415	0.194831	0.23007	0.15258730430481232
G001418465	0.193248	0.23976	0.16984178343942372
G001418475	0.199874	0.22695	0.16455414766875753
G001418495	0.202393	0.14891	0.21037300123967922
G001418585	0.197602	0.2501	0.15573458281387614
G001418655	0.193527	0.25554	0.1534232677751482
G001419695	0.195361	0.20807	0.15830730430481232
G001419745	0.192285	0.24764	0.1681017834394237
G001509795	0.196098	0.24258	0.1481656810427171
G001511815	0.199641	0.26546	0.1426407648467142
G001513975	0.196797	0.22764	0.14995568104271711
G001514045	0.19414	0.25094	0.1561835221873371
G001611795	0.195309	0.25209	0.14770326400378564
G001646665	0.202734	0.23808	0.1852630012396792
G001654495	0.201224	0.23438	0.1514012735395852
G001660045	0.194756	0.26601	0.15471666110508095
G001693675	0.211437	0.1864	0.2151030012396792
G001729485	0.209312	0.21218	0.2005430012396792
G001746425	0.204757	0.20396	0.20453300123967919
G001750785	0.206064	0.21392	0.1993430012396792
G001905365	0.200768	0.22955	0.19251300123967918
