#FeatureID	ESTIMATED
G000010605	0.0202519
G000156435	0.0182515
G000158935	0.0763171
G000158955	0.014982
G000203835	0.0813801
G000253235	0.0136576
G000349325	0.0141956
G000376565	0.0122367
G000429085	0.012623
G000444875	0.0123195
G000497425	0.0132438
G000716215	0.0133403
G000717025	0.0185826
G000718095	0.0124574
G000718595	0.0145543
G000720475	0.158097
G000721105	0.0132162
G000721235	0.0864293
G000721275	0.0136162
G000725495	0.0142508
G000830005	0.0140853
G001005085	0.01323
G001013905	0.0201553
G001279695	0.0142922
G001279985	0.0147337
G001298575	0.0129127
G001418335	0.0156994
G001418415	0.0133955
G001418465	0.0449322
G001418585	0.0136024
G001418655	0.0140163
G001419695	0.0123195
G001419745	0.0459945
G001509795	0.01552
G001511815	0.0139749
G001513975	0.0120022
G001514045	0.01363
G001611795	0.0144854
G001646665	0.01741
G001654495	0.0156718
G001750785	0.0139335
