REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000011405	0.00257404	0.99971	0.002456285082552078
G000014605	0.00257428	0.99971	0.002456285082552078
G000017785	0.00254819	0.99964	0.0008591088641685637
G000019285	0.169903	0.58816	0.2026462850825521
G000153845	0.00279122	0.98843	0.003749108864168564
G000154145	0.00473004	0.98945	0.0027462850825520782
G000168775	0.00214746	1	0.000984994870069453
G000170295	0.00290869	0.99905	0.0011629578198398371
G000219045	0.177915	0.5493	0.2140162850825521
G000262205	0.179647	0.53149	0.2134762850825521
G000313385	0.00257357	0.99964	0.0014791088641685638
G000478845	0.00253496	0.99996	0.001526285082552078
G000505725	0.179179	0.53053	0.2135162850825521
G000524575	0.00460212	0.99505	0.0025262850825520785
G000681495	0.0026369	0.99452	0.0009191088641685636
G000742095	0.00689128	0.98638	0.008286285082552079
G000833335	0.00211852	1	0.00013841187353209373
G001042525	0.179167	0.53049	0.21291628508255211
G001042545	0.179192	0.53044	0.21291628508255211
G001412545	0.00468483	0.994	0.0037862850825520784
G001574475	0.00249562	1	0.0006009074717302618
G001574485	0.00251356	1	0.0006009074717302618
G001574495	0.0025966	1	0.0006009074717302618
G001574565	0.00253289	1	0.0006009074717302618
G001574585	0.00250008	1	0.0006009074717302618
G001574635	0.00264466	0.99994	0.002026285082552078
G001574655	0.00212657	1	0.00026963705693482803
G001574675	0.00214923	1	0.0002796370569348281
G001574695	0.00212944	1	0.0002525939347299602
G001574705	0.00248697	1	0.0006009074717302618
G001574735	0.00221016	1	0.00026963705693482803
G001574755	0.0025093	1	0.0006009074717302618
G001574775	0.0021926	1	0.00022465454270063036
G001574785	0.00229499	1	0.0004657724955246838
G001574795	0.00257501	1	0.0006009074717302618
G001574835	0.0025245	1	0.0006009074717302618
G001574865	0.0049218	0.45346	0.00011845407503088408
G001574885	0.00225595	0.96692	0.0003084540750308842
G001574905	0.00901041	0.10148	0.0007905146830015544
G001574935	0.00568417	0.25884	0.0007905146830015544
G001574945	0.00685592	0.21739	0.000668454075030884
G001608445	0.093146	0.90898	0.0869062850825521
G001611815	0.0023553	0.99985	0.0012988480176890473
G001696925	0.00219162	0.9993	0.0006096370569348282
G001696935	0.00225103	0.99874	0.0002429342620987826
G001696945	0.00464735	0.99468	0.0025062850825520776
G001696955	0.00226409	0.99636	0.0005395864796643528
G001753795	0.136119	0.72182	0.1261162850825521
