#FeatureID	ESTIMATED
G000016325	0.0370265
G000025565	0.0472636
G000164865	0.048366
G000195995	0.0695488
G000215745	0.0310733
G000240185	0.033294
G000247895	0.0348531
G000248015	0.0287424
G000262305	0.0151351
G000300455	0.032664
G000302695	0.0191984
G000463155	0.0242854
G000621185	0.0248996
G000648515	0.116938
G000694955	0.0427435
G000705335	0.0115442
G000735365	0.0254823
G000735455	0.0459879
G000735515	0.0324592
G000757785	0.0208205
G000757825	0.0473896
G000759795	0.0263013
G000982825	0.0239861
G001022135	0.0288999
G001022195	0.0398614
G001297765	0.0514056
G001571285	0.0398299
