#FeatureID	ESTIMATED
G000091305	0.0468556
G000156435	0.0268405
G000158935	0.0216286
G000158955	0.0531559
G000203835	0.0218335
G000204605	0.0130617
G000331005	0.0187346
G000349325	0.0228067
G000376565	0.0207194
G000444875	0.0262642
G000497445	0.0228451
G000716215	0.0287357
G000716675	0.0109103
G000718315	0.0198742
G000721105	0.0260081
G000721235	0.0209243
G000725495	0.0158149
G000968255	0.232921
G001005085	0.0199255
G001279985	0.0201304
G001298575	0.0162503
G001418335	0.018376
G001418415	0.0446402
G001418475	0.0460104
G001418585	0.0205529
G001418655	0.033461
G001419745	0.0114226
G001509795	0.0195029
G001511815	0.0280442
G001513975	0.0313993
G001654495	0.0180046
G001660045	0.0223457
