#FeatureID	ESTIMATED
G000009765	0.0198122
G000010605	0.0185289
G000091305	0.0282775
G000156435	0.0199923
G000158955	0.0228741
G000317595	0.0269266
G000349325	0.031587
G000376565	0.0342211
G000716215	0.0311367
G000716805	0.0229867
G000721105	0.0294707
G000830005	0.0225814
G000968255	0.0244276
G001005085	0.021118
G001279985	0.0271518
G001298575	0.0344688
G001418335	0.0188667
G001418465	0.0198347
G001418475	0.0210055
G001418585	0.0334106
G001418655	0.0348515
G001419745	0.0205552
G001509795	0.0549789
G001511815	0.0205777
G001513975	0.0558345
G001514045	0.0257784
G001611795	0.0346939
G001888885	0.0194295
G900090125	0.224621
