#FeatureID	ESTIMATED
G000009765	0.0136411
G000010605	0.0261104
G000091305	0.0129999
G000158935	0.0250271
G000158955	0.0177975
G000203835	0.0328757
G000204605	0.0141496
G000213055	0.0147686
G000317595	0.0186156
G000349325	0.0263757
G000376565	0.0315271
G000444875	0.0191019
G000497425	0.020539
G000497445	0.0150782
G000716215	0.0187703
G000716675	0.0129115
G000716805	0.0309743
G000718315	0.0181734
G000720475	0.0254914
G000721235	0.0187703
G000725495	0.0207822
G000968255	0.0228162
G001005085	0.0311291
G001013905	0.0928346
G001278075	0.0202737
G001418335	0.0250492
G001418415	0.0529504
G001418475	0.014238
G001418585	0.0206274
G001418655	0.0293825
G001419695	0.0478654
G001509795	0.0277465
G001511815	0.0233247
G001513975	0.0238774
G001514045	0.030709
G001611795	0.0236342
G001646665	0.0183724
G001654495	0.0127788
G001660045	0.0335168
G001750785	0.0143928
