#FeatureID	ESTIMATED
G000023245	0.0214826
G000062885	0.0173421
G000194155	0.0111413
G000196835	0.0314838
G000231035	0.0595271
G000231055	0.0538665
G000243395	0.0574069
G000244975	0.0656479
G000258175	0.0395047
G000374445	0.0223627
G000384315	0.0279434
G000423625	0.041305
G000482865	0.0205825
G000525635	0.0175221
G000527075	0.0256231
G000564855	0.0295235
G000620785	0.0284434
G000715825	0.0192223
G000715895	0.0107013
G000716595	0.0232028
G000716755	0.0379646
G000717175	0.0762692
G000717335	0.0191023
G000719115	0.0107013
G000719975	0.0232428
G000720955	0.0224027
G000732925	0.0217226
G000974445	0.0177421
G001302585	0.0176621
G001420995	0.0407849
G001701025	0.016362
G001921215	0.0234628
G900115565	0.0344641
G900129375	0.0142817
