REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000011365	0.168359	0.39728	0.212786967175675
G000013365	0.178273	0.28483	0.23202353961921812
G000013745	0.178843	0.26668	0.23779020163202108
G000013885	0.171289	0.23473	0.23623529284640668
G000014825	0.179604	0.24087	0.23582020163202108
G000195775	0.182522	0.26392	0.24661353961921806
G000218565	0.188465	0.16818	0.27193336582098193
G000239815	0.211041	0.00082	0.2380318229657711
G000284375	0.167283	0.37841	0.20428696717567502
G000308295	0.187977	0.18888	0.23949524379729512
G000314735	0.192043	0.16301	0.27385336582098196
G000333455	0.190302	0.01024	0.2565635396192181
G000336555	0.180785	0.25927	0.24062987507113298
G000344805	0.182257	0.29435	0.24170182296577108
G000379145	0.199065	0.00623	0.20100658013762585
G000472385		0.23509182296577108
G000472425	0.181357	0.2833	0.23450182296577107
G000472865	0.179853	0.05815	0.21325170402640953
G000473125	0.189211	0.03671	0.208996967175675
G000504425	0.183837	0.20595	0.25471020163202107
G000516555	0.18613	0.08149	0.27592261880741453
G000701345	0.186875	0.28449	0.22724676378440012
G000938285	0.170793	0.35811	0.21300696717567497
G001295845	0.180195	0.28649	0.23863353961921807
G001425835	0.18527	0.2342	0.25077036921804585
G001440405	0.177559	0.33405	0.212915718259658
G001440475	0.213488	0.01607	0.21961571825965798
G001693385	0.180898	0.32791	0.22278571825965796
G001908185	0.168843	0.36357	0.20839696717567502
G900011245	0.172294	0.34863	0.21543696717567498
G900104755	0.172743	0.36324	0.21703571825965795
G900108575	0.188079	0.26075	0.25361499942234017
