#FeatureID	ESTIMATED
G000011365	0.095066
G000013365	0.0434102
G000013745	0.0429771
G000013885	0.0842384
G000014825	0.0303172
G000195775	0.024387
G000218565	0.01246
G000284375	0.0642824
G000308295	0.0453591
G000336555	0.0547375
G000344805	0.0267024
G000472425	0.0322162
G000504425	0.0146089
G000701345	0.0248867
G000938285	0.0550706
G001295845	0.0330824
G001425835	0.0283349
G001440405	0.0437267
G001693385	0.0391791
G001908185	0.0682136
G900011245	0.0469583
G900104755	0.0687134
G900108575	0.0210721
