#FeatureID	ESTIMATED
G000015305	0.0266463
G000184435	0.0238113
G000214155	0.039044
G000230895	0.032287
G000230935	0.0139989
G000234585	0.026235
G000266905	0.0228565
G000317305	0.0144836
G000455165	0.0146011
G000455325	0.040131
G000559085	0.0136904
G000612825	0.0535129
G000613185	0.0280712
G000620625	0.0308768
G000805385	0.0330214
G000970885	0.0627378
G001005175	0.0265288
G001021385	0.0275423
G001021505	0.14156
G001044235	0.029496
G001044245	0.0174068
G001049355	0.0186553
G001291445	0.0164666
G001307545	0.0321841
G001426545	0.0176712
G001428895	0.0220779
G001494595	0.0176712
G001499855	0.0226802
G001499915	0.0214316
G001570425	0.0390881
G001583415	0.0444644
G001655245	0.02907
