#FeatureID	ESTIMATED
G000009765	0.0162484
G000091305	0.0159131
G000156435	0.020375
G000158935	0.0168932
G000158955	0.0227736
G000203835	0.0170866
G000204605	0.0129214
G000317595	0.0152297
G000331005	0.0356949
G000349325	0.026668
G000376565	0.0206974
G000444875	0.0372037
G000497445	0.0475718
G000716215	0.017654
G000716675	0.0727439
G000716805	0.0171511
G000719955	0.0103294
G000721105	0.0175509
G000721235	0.0166353
G000725495	0.0161968
G000725795	0.0242824
G000802245	0.0235215
G000968255	0.0190983
G001005085	0.0268615
G001013905	0.017783
G001279985	0.0233668
G001298575	0.0214711
G001418335	0.0482423
G001418415	0.0139143
G001418465	0.0217677
G001418475	0.0126119
G001418585	0.0265778
G001419695	0.0133469
G001419745	0.0200655
G001509795	0.0431486
G001511815	0.0552317
G001513975	0.0389704
G001514045	0.0186986
G001611795	0.018402
G001654495	0.0222578
G001660045	0.0168416
