#FeatureID	ESTIMATED
G000091305	0.023935
G000156435	0.0240961
G000158935	0.0713447
G000158955	0.0243953
G000203835	0.0763389
G000317595	0.0235668
G000349325	0.0260984
G000376565	0.028699
G000716215	0.0262365
G000721105	0.0284458
G000721235	0.0696877
G000830005	0.0225081
G000968255	0.0208281
G001005085	0.0201376
G001013905	0.0243953
G001279985	0.0276403
G001298575	0.0290212
G001418475	0.0202067
G001418585	0.0262134
G001418655	0.0253389
G001419745	0.0197004
G001493375	0.022278
G001509795	0.041541
G001511815	0.0216105
G001513975	0.0460519
G001514045	0.0240961
G001611795	0.03825
G900090125	0.147338
