#FeatureID	ESTIMATED
G000006785	0.0555403
G000007265	0.017346
G000007465	0.0506262
G000009545	0.0276876
G000017005	0.015329
G000027165	0.0163742
G000187465	0.0208666
G000188035	0.0246805
G000188055	0.0181161
G000213825	0.0350038
G000228805	0.034362
G000228845	0.0341053
G000228925	0.0342336
G000229145	0.0462255
G000229225	0.136494
G000229545	0.0383776
G000229705	0.0429067
G000230225	0.0341236
G000270145	0.019143
G000317855	0.0873535
G000344275	0.013092
G000376985	0.0147056
G000380005	0.0404679
G000385925	0.0133487
G000772915	0.0385976
G000785515	0.019033
G000831485	0.0383043
G001638255	0.0335552
