REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009245	0.0232223	0.89195	0.045929775227024745
G000011405	0.0234286	0.89363	0.04753881031875913
G000014605	0.0234548	0.89372	0.04753881031875913
G000017785	0.0235248	0.8917	0.046164137236766455
G000019285	0.143223	0.61457	0.1750165473087143
G000153845	0.0237832	0.88188	0.04896620530453823
G000154145	0.0258713	0.87679	0.047605489010473914
G000170295	0.0238634	0.89092	0.04647413723676646
G000219045	0.162583	0.57139	0.19442490826468134
G000313385	0.0235481	0.89165	0.04678413723676645
G000505725	0.119161	0.6084	0.1689476668084431
G000524575	0.0254936	0.88513	0.04738548901047392
G000681495	0.023795	0.88052	0.04622413723676646
G000742095	0.0276929	0.87516	0.05171701056509176
G000833335	0.0232265	0.89195	0.045929775227024745
G001042525	0.119147	0.60836	0.16834766680844307
G001042545	0.119091	0.6083	0.16834766680844307
G001412545	0.0254887	0.88649	0.04864548901047392
G001574475	0.0235099	0.89389	0.045914137236766454
G001574485	0.0234808	0.89422	0.045914137236766454
G001574495	0.0237298	0.89473	0.045914137236766454
G001574555	0.0232362	0.89413	0.04552802016165274
G001574565	0.0235302	0.89395	0.045914137236766454
G001574585	0.0235533	0.89407	0.045914137236766454
G001574605	0.0235251	0.89435	0.045914137236766454
G001574635	0.0236055	0.89458	0.04711702865760764
G001574655	0.0232345	0.89419	0.045847219280675734
G001574675	0.0232751	0.89453	0.04585721928067574
G001574695	0.0231463	0.89385	0.045637251473439014
G001574705	0.0234508	0.89399	0.045914137236766454
G001574735	0.0234043	0.89489	0.045847219280675734
G001574755	0.0235907	0.89459	0.045914137236766454
G001574775	0.0232631	0.89438	0.045562751120777935
G001574785	0.0233439	0.89414	0.04575785638446443
G001574795	0.0236282	0.89444	0.045914137236766454
G001574835	0.0236735	0.8948	0.045914137236766454
G001574885	0.0248354	0.79031	0.0456871955488356
G001574905	0.0163699	0.24294	0.04611786642401
G001574935	0.0369038	0.12369	0.04611786642401
G001574945	0.0236696	0.28117	0.04606457912862791
G001608445	0.102749	0.82349	0.11290365675680361
G001611815	0.0234992	0.89206	0.046625541498276545
G001696935	0.0231945	0.89289	0.045602520514313814
G001696945	0.0260603	0.86741	0.04736548901047392
G001696955	0.0235131	0.88179	0.04568977522702475
G001753795	0.143682	0.64868	0.14676320198800535
