#FeatureID	ESTIMATED
G000009245	0.0234048
G000011405	0.0226909
G000014605	0.0226807
G000017785	0.0218648
G000153845	0.0227011
G000154145	0.0170207
G000170295	0.0217425
G000313385	0.0218036
G000505725	0.0712647
G000524575	0.017449
G000681495	0.0216813
G000742095	0.0143284
G000833335	0.0233946
G001042525	0.0713157
G001042545	0.0713259
G001412545	0.0174184
G001574475	0.0219464
G001574485	0.0219056
G001574495	0.0219974
G001574555	0.024139
G001574565	0.0219566
G001574585	0.0219668
G001574605	0.0219056
G001574635	0.023058
G001574655	0.0235577
G001574675	0.0238331
G001574695	0.0238127
G001574705	0.0220892
G001574735	0.0236087
G001574755	0.0219056
G001574775	0.023986
G001574785	0.0237107
G001574795	0.0220178
G001574835	0.0218138
G001574885	0.0208348
G001611815	0.0238841
G001696935	0.0237209
G001696945	0.0168677
G001696955	0.0233946
