#FeatureID	ESTIMATED
G000007865	0.0188217
G000015005	0.0233898
G000015305	0.0318294
G000157895	0.0331422
G000164135	0.0213669
G000184435	0.0274086
G000214155	0.0238854
G000222105	0.0164505
G000230895	0.0143741
G000230935	0.0116011
G000234585	0.0136105
G000266905	0.0231219
G000277125	0.0172945
G000317305	0.0105964
G000328565	0.0139856
G000340435	0.0222109
G000455165	0.0154726
G000455325	0.0170132
G000526915	0.0128872
G000559085	0.0118958
G000612825	0.0186877
G000613185	0.0173749
G000613245	0.0152985
G000620625	0.0187011
G000689255	0.0158879
G000723425	0.0235639
G000759695	0.016263
G000805385	0.0140928
G000970885	0.0232826
G000972925	0.0296994
G001005175	0.0218492
G001021385	0.0107438
G001021495	0.0196254
G001044235	0.0286545
G001044245	0.0148966
G001049355	0.0167988
G001291445	0.0112662
G001307545	0.0131149
G001417955	0.0242605
G001426545	0.013557
G001428895	0.0155798
G001494595	0.0136373
G001499855	0.0199202
G001499915	0.0213669
G001570425	0.0186207
G001583415	0.030972
G001584765	0.0118422
G001655245	0.0295788
G001673105	0.0905048
