#FeatureID	ESTIMATED
G000009765	0.0146167
G000010605	0.0311832
G000091305	0.0484286
G000156435	0.0214339
G000158935	0.0357329
G000158955	0.0180109
G000203835	0.0385638
G000253235	0.0132012
G000331005	0.0145589
G000349325	0.0154833
G000376565	0.0147178
G000444875	0.0192385
G000497425	0.0185742
G000497445	0.0194985
G000716215	0.0158444
G000716805	0.017592
G000717025	0.0313854
G000718095	0.0139956
G000718315	0.0141689
G000718595	0.01505
G000720475	0.0286845
G000721105	0.016191
G000721235	0.0449622
G000725495	0.0180397
G000830005	0.0145445
G001005085	0.0155844
G001013905	0.0233693
G001279985	0.0142845
G001298575	0.0148478
G001418335	0.0186608
G001418415	0.111329
G001418465	0.0174476
G001418475	0.0503062
G001418655	0.0223439
G001419745	0.0168409
G001509795	0.0162488
G001511815	0.023326
G001513975	0.0163499
G001514045	0.0191952
G001611795	0.0193974
G001646665	0.0145589
G001654495	0.0191086
G001750785	0.0131001
