#FeatureID	ESTIMATED
G000009765	0.0185028
G000010605	0.0184043
G000091305	0.13953
G000156435	0.01669
G000158955	0.0176555
G000269985	0.0199019
G000317595	0.089519
G000331005	0.0273897
G000349325	0.0224241
G000426325	0.0583854
G000497445	0.0167294
G000696185	0.0177146
G000710465	0.0375968
G000716215	0.0244143
G000716805	0.0254586
G000717715	0.0285129
G000718025	0.0240005
G000721105	0.019626
G000721235	0.0216753
G000744785	0.0250251
G000830005	0.0170053
G000968255	0.0206309
G001005085	0.0189363
G001279985	0.0215374
G001298575	0.021498
G001418585	0.0236852
G001418655	0.0212221
G001509795	0.0311336
G001511815	0.0206901
G001513975	0.0367298
G001514045	0.0227985
G001611795	0.0164535
G001625365	0.027705
G001888885	0.0308183
