REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009245	0.00318275	0.99899	0.0016435315634382363
G000011405	0.00319871	0.99899	0.002744970730529033
G000014605	0.00319581	0.99899	0.002744970730529033
G000017785	0.00326164	0.99899	0.0016892457627460953
G000019285	0.176643	0.60033	0.20292907386273099
G000153845	0.00378416	0.9847	0.004427463957689384
G000154145	0.00384235	0.98645	0.002424429097605118
G000168775	0.00317365	0.99899	0.0018900590233368673
G000170295	0.00348558	0.99871	0.0019577379124720287
G000219045	0.186039	0.56307	0.214299073862731
G000262205	0.183461	0.56239	0.21375907386273096
G000313385	0.00328082	0.99899	0.002309245762746095
G000478845	0.00313787	0.999	0.0018341511699402012
G000505725	0.18297	0.56142	0.213799073862731
G000524575	0.00416187	0.9949	0.0030811640070376265
G000681495	0.00333197	0.9848	0.0017492457627460952
G000742095	0.00675076	0.98101	0.008569073862730986
G000833335	0.00315661	0.99899	0.0016435315634382363
G001042525	0.182967	0.56143	0.21319907386273101
G001042545	0.182975	0.56091	0.21319907386273101
G001412545	0.00418997	0.99439	0.004341164007037626
G001574475	0.00318982	0.99899	0.0013839019623806735
G001574485	0.00318038	0.99896	0.0013839019623806735
G001574495	0.00320058	0.99899	0.0013839019623806735
G001574555	0.00317262	0.999	0.0011200590233368674
G001574565	0.00319582	0.99899	0.0013839019623806735
G001574585	0.00318295	0.999	0.0013839019623806735
G001574655	0.00314657	0.99899	0.0013462351633763397
G001574695	0.00315601	0.99899	0.0013300590233368673
G001574705	0.00316878	0.999	0.0013839019623806735
G001574735	0.00316031	0.999	0.0013462351633763397
G001574755	0.00318738	0.99899	0.0013839019623806735
G001574775	0.00317331	0.99899	0.0011900590233368674
G001574785	0.00318748	0.99899	0.0013233710430389498
G001574795	0.00319046	0.99899	0.0013839019623806735
G001574835	0.00320276	0.99899	0.0013839019623806735
G001574885	0.00336484	0.94402	0.0013699080981714703
G001574905	0.00807609	0.10567	0.0017300590233368675
G001574935	0.0118074	0.09988	0.0017300590233368675
G001574945	0.00757243	0.21619	0.0017653647675760413
G001608445	0.0929523	0.92158	0.08718907386273099
G001611815	0.00328577	0.99887	0.0022391743132002878
G001696925	0.00322864	0.99882	0.0018093132835805992
G001696935	0.00327766	0.99818	0.0012600590233368674
G001696955	0.00329992	0.99648	0.0014035315634382366
G001753795	0.13101	0.75171	0.12639907386273097
