#FeatureID	ESTIMATED
G000009245	0.0273397
G000011405	0.0286252
G000014605	0.0286353
G000017785	0.0270867
G000153845	0.0264591
G000154145	0.0510557
G000168775	0.0273094
G000170295	0.0270563
G000313385	0.0270664
G000478845	0.0293034
G000524575	0.0351438
G000681495	0.0267628
G000742095	0.0252849
G000833335	0.02736
G001412545	0.0354475
G001574475	0.0276231
G001574485	0.0275826
G001574495	0.0275624
G001574555	0.0277041
G001574565	0.0276839
G001574585	0.0277345
G001574655	0.0275725
G001574695	0.0277244
G001574705	0.0277648
G001574735	0.0275624
G001574755	0.0275523
G001574775	0.0273903
G001574785	0.0276231
G001574795	0.0277648
G001574835	0.0275118
G001574885	0.0257506
G001611815	0.0277345
G001696925	0.0273802
G001696935	0.0273903
G001696955	0.0274511
