#FeatureID	ESTIMATED
G000011365	0.102926
G000013365	0.0213594
G000013745	0.0148749
G000013885	0.0115738
G000014825	0.0181958
G000017645	0.0114362
G000092925	0.0553929
G000195775	0.0174491
G000284375	0.0555108
G000344805	0.0251125
G000378025	0.0301625
G000472425	0.0253286
G000472865	0.0154448
G000701345	0.0140103
G000751295	0.0116524
G000935205	0.0161718
G000938285	0.0249356
G000938305	0.187852
G001295845	0.0210843
G001402875	0.0211629
G001440405	0.036588
G001579845	0.0153662
G001641695	0.0501267
G001693385	0.0407341
G001908185	0.0454697
G900011245	0.0268417
G900100155	0.0280403
G900104755	0.0551964
