#FeatureID	ESTIMATED
G000015005	0.029754
G000184435	0.0529859
G000214155	0.0264651
G000230895	0.0190927
G000230935	0.0149258
G000234585	0.0153996
G000266905	0.0370845
G000317305	0.0139921
G000328565	0.0176434
G000455165	0.0290293
G000455325	0.0213504
G000559085	0.0155529
G000612825	0.0241934
G000613185	0.0219776
G000620625	0.0224653
G000805385	0.0171974
G000972925	0.0635217
G001005175	0.0270783
G001021385	0.0133789
G001021505	0.0763849
G001044235	0.0480942
G001044245	0.0238311
G001049355	0.0342694
G001291445	0.0142847
G001307545	0.0163612
G001426545	0.0176573
G001428895	0.0210717
G001494595	0.0181729
G001499855	0.0245279
G001499915	0.0266184
G001570425	0.0239983
G001583415	0.0404014
G001655245	0.0654728
G001673105	0.0657655
