#FeatureID	ESTIMATED
G000009765	0.0245653
G000091305	0.130192
G000156435	0.0160127
G000158935	0.0173879
G000158955	0.0194601
G000203835	0.0194789
G000317595	0.0792532
G000331005	0.0308573
G000349325	0.0324586
G000376565	0.0438182
G000444875	0.0165401
G000497445	0.0184805
G000716215	0.0428574
G000716805	0.0254319
G000721105	0.0490364
G000721235	0.0140158
G000721275	0.0197803
G000830005	0.0475859
G000968255	0.0250739
G001005085	0.0335512
G001013905	0.0156171
G001279985	0.0186877
G001298575	0.0209483
G001418335	0.0243769
G001418585	0.0313283
G001418655	0.0261477
G001509795	0.0210614
G001511815	0.0189138
G001513975	0.0409359
G001611795	0.023435
G001654495	0.0176139
G001660045	0.0168039
G001905365	0.0182921
