#FeatureID	ESTIMATED
G000015005	0.0299947
G000015305	0.0389728
G000015405	0.0265015
G000184435	0.0293595
G000230895	0.032997
G000230935	0.0157624
G000234585	0.0104794
G000266905	0.046753
G000317305	0.0167583
G000455165	0.0318278
G000455325	0.0284646
G000559085	0.0153005
G000613185	0.0280605
G000620625	0.040705
G000805385	0.0229795
G001005175	0.0314092
G001021385	0.0163686
G001044235	0.168637
G001049355	0.0334589
G001291445	0.0187791
G001307545	0.0234126
G001426545	0.0825647
G001428895	0.0202803
G001494595	0.0180574
G001499855	0.0309185
G001499915	0.0273532
G001570425	0.0407483
G001583415	0.0372696
G001655245	0.0358262
