#FeatureID	ESTIMATED
G000009765	0.0224361
G000091305	0.132956
G000156435	0.0171491
G000158935	0.0175896
G000158955	0.0230462
G000203835	0.0188436
G000317595	0.0908459
G000331005	0.0314004
G000349325	0.0329255
G000376565	0.0474141
G000444875	0.015912
G000497445	0.017488
G000716215	0.0457873
G000716805	0.031824
G000721105	0.0581407
G000721275	0.0150139
G000830005	0.0199959
G000968255	0.0223175
G001005085	0.0378737
G001013905	0.01498
G001279985	0.0195553
G001298575	0.0211143
G001418335	0.0252491
G001418585	0.0338067
G001418655	0.0266386
G001509795	0.022165
G001511815	0.0187589
G001513975	0.0438216
G001611795	0.024978
G001654495	0.0160815
G001660045	0.015285
G001751375	0.0186064
