REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000011405	0.0267482	0.89006	0.05271321949500776
G000014605	0.026786	0.89023	0.05271321949500776
G000017785	0.026742	0.89034	0.05093367427283443
G000019285	0.142002	0.64881	0.17224151779687455
G000153845	0.0271466	0.87573	0.05369926155681767
G000154145	0.0280116	0.87811	0.051803525447703384
G000168775	0.026471	0.89052	0.05109872737127654
G000170295	0.0269859	0.88839	0.051241166145850246
G000219045	0.161661	0.60272	0.19226048545352245
G000262205	0.117396	0.63778	0.16484593295573644
G000313385	0.0267592	0.89028	0.051553674272834436
G000478845	0.0267051	0.8901	0.05178321949500776
G000524575	0.0278239	0.88531	0.05158352544770338
G000681495	0.0267605	0.88391	0.050993674272834424
G000833335	0.026412	0.89033	0.0505227840001161
G001042525	0.116787	0.63608	0.16442689930555562
G001042545	0.116817	0.63605	0.16442689930555562
G001412545	0.0278678	0.88413	0.05284352544770338
G001574475	0.0266055	0.88973	0.0506803301035222
G001574485	0.0264471	0.88946	0.0506803301035222
G001574495	0.0269158	0.8908	0.0506803301035222
G001574565	0.0267003	0.89019	0.0506803301035222
G001574585	0.0267147	0.89046	0.0506803301035222
G001574635	0.0268883	0.89048	0.05228321949500777
G001574655	0.0263381	0.88967	0.05049129700145026
G001574675	0.0263414	0.89	0.05050129700145026
G001574695	0.0264177	0.89012	0.0504475917017772
G001574705	0.0267293	0.89062	0.0506803301035222
G001574735	0.0265255	0.89027	0.05049129700145026
G001574755	0.026566	0.88999	0.0506803301035222
G001574775	0.0264972	0.89024	0.050366829886951764
G001574785	0.0266421	0.89034	0.050527504787828
G001574795	0.0266226	0.88961	0.0506803301035222
G001574835	0.026721	0.89024	0.0506803301035222
G001574865	0.0272747	0.41241	0.050301262052202096
G001574885	0.0266984	0.86047	0.05049126205220209
G001574905	0.0342185	0.10538	0.05092050023737667
G001574935	0.0368186	0.13776	0.05092050023737667
G001574945	0.0314331	0.22277	0.05085126205220209
G001608445	0.103643	0.82577	0.11420222788899075
G001611815	0.0267429	0.89061	0.05141207858675583
G001696925	0.0264229	0.88928	0.05083129700145026
G001696935	0.0263519	0.88856	0.05040948918610197
G001696945	0.0278538	0.88416	0.05156352544770337
G001696955	0.0264489	0.88583	0.05065729141896931
G001753795	0.142292	0.64659	0.14765534405443964
