#FeatureID	ESTIMATED
G000011405	0.0211963
G000014605	0.0211963
G000017785	0.0214425
G000153845	0.0213707
G000154145	0.0226326
G000168775	0.0225813
G000170295	0.0211347
G000262205	0.0763004
G000313385	0.0214528
G000478845	0.0216066
G000524575	0.0227865
G000681495	0.0211244
G000833335	0.0226018
G001042525	0.0778086
G001042545	0.0776239
G001412545	0.0233097
G001574475	0.0213502
G001574485	0.0213091
G001574495	0.0211963
G001574565	0.0213296
G001574585	0.0213194
G001574635	0.0214938
G001574655	0.0224685
G001574675	0.0223761
G001574695	0.0226326
G001574705	0.0213604
G001574735	0.0225505
G001574755	0.0213809
G001574775	0.022766
G001574785	0.0223248
G001574795	0.0213091
G001574835	0.0211757
G001574885	0.0217811
G001611815	0.0231456
G001696925	0.0224377
G001696935	0.0226018
G001696945	0.0229917
G001696955	0.02253
