#FeatureID	ESTIMATED
G000009765	0.0270927
G000091305	0.135952
G000156435	0.0181754
G000158935	0.0167533
G000158955	0.0242486
G000203835	0.0180717
G000317595	0.0869217
G000331005	0.0370025
G000349325	0.0354027
G000376565	0.0485417
G000444875	0.0179976
G000497445	0.018279
G000716215	0.0490157
G000716805	0.0323216
G000721105	0.0596513
G000721235	0.0139685
G000968255	0.027226
G001005085	0.038306
G001013905	0.0158497
G001279985	0.020101
G001298575	0.0222933
G001418335	0.0262335
G001418585	0.0351953
G001418655	0.0299516
G001509795	0.0234487
G001511815	0.0185753
G001513975	0.0457124
G001611795	0.0265594
G001654495	0.0154054
G001660045	0.015746
