#FeatureID	ESTIMATED
G000007865	0.0340152
G000015305	0.0552343
G000015405	0.0233323
G000164135	0.0224665
G000184435	0.0331494
G000214155	0.0151733
G000230895	0.0129135
G000257745	0.102222
G000266905	0.0353799
G000277125	0.0452704
G000328565	0.0129721
G000340435	0.0123852
G000455165	0.0208083
G000455325	0.0265313
G000526915	0.0611628
G000613185	0.0190914
G000620625	0.017844
G000759695	0.0198104
G000805385	0.0205735
G000972925	0.032944
G001005175	0.0210724
G001021495	0.0233763
G001021505	0.0380507
G001044245	0.0345141
G001049355	0.0288058
G001291445	0.0125906
G001307545	0.0207642
G001417955	0.0130308
G001426545	0.0112552
G001428895	0.0188272
G001494595	0.0124732
G001499915	0.0326945
G001570425	0.0296422
G001583415	0.0332815
G001584765	0.0128694
G001673105	0.0334723
