#FeatureID	ESTIMATED
G000021885	0.0244609
G000172375	0.0141276
G000209675	0.0307702
G000221945	0.0230722
G000259485	0.052574
G000347595	0.0821086
G000442905	0.11582
G000444545	0.0261121
G000444605	0.0363032
G000444645	0.0295784
G000444685	0.0313279
G000444705	0.023608
G000771775	0.0356581
G000771785	0.0394196
G000771795	0.0328041
G000771955	0.0288348
G000772295	0.0331759
G000772365	0.0321918
G000969305	0.0368609
G001611775	0.0547063
G001652405	0.0807855
G001678465	0.0363579
G001679325	0.0521913
G002015085	0.0471504
