#FeatureID	ESTIMATED
G000007865	0.0258815
G000015305	0.0258374
G000164135	0.0288943
G000184435	0.022266
G000195835	0.0177246
G000214155	0.0106553
G000222105	0.0240737
G000230895	0.0228392
G000230935	0.013242
G000234585	0.0115372
G000266905	0.0221925
G000277125	0.0246175
G000317305	0.0118164
G000340435	0.0110963
G000455165	0.0143443
G000455325	0.0325539
G000526915	0.0162255
G000559085	0.0124337
G000612825	0.0408577
G000613185	0.0226481
G000620625	0.0304816
G000689255	0.0223248
G000723425	0.0282036
G000759695	0.0182978
G000805385	0.0264987
G001005175	0.0256316
G001021385	0.0132273
G001021495	0.0246616
G001021505	0.0107729
G001044235	0.028086
G001044245	0.0160932
G001049355	0.0180773
G001291445	0.014844
G001307545	0.025808
G001417955	0.0638145
G001426545	0.0161814
G001428895	0.0196646
G001494595	0.0153878
G001499855	0.0217222
G001499915	0.0219133
G001570425	0.0313487
G001583415	0.0386091
G001584765	0.0193707
G001655245	0.0264693
G001881585	0.0107729
