#FeatureID	ESTIMATED
G000091305	0.0148467
G000156435	0.0234032
G000158935	0.0379878
G000158955	0.105576
G000203835	0.0176988
G000317595	0.0166813
G000349325	0.0179609
G000376565	0.0150317
G000444875	0.0158025
G000716215	0.0231102
G000716805	0.0150779
G000718595	0.0157717
G000719335	0.0271187
G000720455	0.126004
G000721105	0.0229407
G000721235	0.0386044
G000725495	0.0159875
G000830005	0.0134437
G001005085	0.0184234
G001013905	0.0198264
G001279985	0.0148158
G001298575	0.0181922
G001418335	0.0245903
G001418415	0.0156484
G001418475	0.0159105
G001418585	0.019071
G001418655	0.0145229
G001419695	0.0145383
G001509795	0.0227094
G001511815	0.0176218
G001514045	0.0215069
G001654495	0.015895
G001660045	0.0154634
G001746425	0.15394
G001905365	0.0142762
