#FeatureID	ESTIMATED
G000015005	0.0183774
G000184435	0.05278
G000214155	0.0151831
G000230895	0.0193397
G000230935	0.0794841
G000234585	0.0106121
G000317305	0.0106923
G000328565	0.0160519
G000455165	0.0342422
G000455325	0.0165865
G000559085	0.146725
G000612825	0.0176423
G000613185	0.0188586
G000620625	0.0179765
G000805385	0.0136194
G000972925	0.0315557
G001005175	0.0209035
G001021505	0.0371692
G001044235	0.0723202
G001044245	0.0322775
G001049355	0.0432104
G001291445	0.0125368
G001307545	0.012363
G001426545	0.0135392
G001428895	0.0173884
G001494595	0.0345897
G001499855	0.0180567
G001499915	0.0172948
G001570425	0.0161454
G001583415	0.0278802
G001655245	0.0729618
G001673105	0.0316359
