#FeatureID	ESTIMATED
G000184435	0.0613115
G000230895	0.028007
G000230935	0.0552473
G000234585	0.0151676
G000266905	0.0448614
G000317305	0.0156137
G000455165	0.0377516
G000455325	0.0289689
G000612825	0.0347125
G000613185	0.0272821
G000620625	0.0329142
G000805385	0.0232253
G001005175	0.0331791
G001021385	0.0962053
G001044235	0.0581888
G001044245	0.0281743
G001049355	0.0464089
G001291445	0.0170078
G001307545	0.0218173
G001426545	0.0192662
G001428895	0.023546
G001494595	0.0314086
G001499855	0.0297078
G001499915	0.0283416
G001570425	0.0289271
G001583415	0.0451821
G001655245	0.087576
