#FeatureID	ESTIMATED
G000184435	0.0291247
G000214155	0.0309155
G000230895	0.0221559
G000230935	0.0722288
G000234585	0.0161172
G000266905	0.0263899
G000317305	0.0241272
G000455325	0.0346637
G000612825	0.0423822
G000613185	0.0325953
G000620625	0.0280003
G000805385	0.0283751
G000970885	0.0505449
G001021385	0.137572
G001021505	0.0972583
G001044235	0.0332477
G001044245	0.02049
G001049355	0.0259596
G001291445	0.0180468
G001307545	0.0275699
G001426545	0.0181578
G001494595	0.0363851
G001499855	0.0211286
G001499915	0.0199348
G001570425	0.0324981
G001583415	0.0407302
G001655245	0.0334004
