#FeatureID	ESTIMATED
G000009765	0.0222891
G000091305	0.0180972
G000156435	0.0225107
G000158935	0.0288632
G000158955	0.0164168
G000203835	0.0285493
G000317595	0.0163798
G000376565	0.0172477
G000444875	0.0184481
G000497445	0.0164537
G000695235	0.0167861
G000717345	0.0180972
G000721105	0.0167492
G000721235	0.0341816
G000725495	0.0231201
G000725795	0.016306
G000968255	0.0215689
G001005085	0.0199808
G001013905	0.0195561
G001279985	0.0176355
G001298575	0.025964
G001418335	0.0293433
G001418415	0.0228985
G001418475	0.0223814
G001418585	0.0251884
G001418655	0.0162875
G001509795	0.0236926
G001511815	0.0230093
G001514045	0.0210149
G001611795	0.0185219
G001654495	0.0265179
G001660045	0.0214027
G001729485	0.0174509
G900090125	0.29709
