#FeatureID	ESTIMATED
G000009765	0.020102
G000010605	0.0367284
G000091305	0.0276225
G000156435	0.0206305
G000158955	0.0241468
G000203835	0.0177646
G000317595	0.0243094
G000349325	0.0330088
G000376565	0.0348381
G000444875	0.016667
G000716215	0.0326023
G000716805	0.0208744
G000718315	0.0168296
G000721105	0.0296957
G000721235	0.0165654
G000830005	0.0185979
G000968255	0.0238419
G001005085	0.0211183
G001013905	0.0166467
G001279985	0.0261591
G001298575	0.034269
G001418335	0.0171955
G001418465	0.0167483
G001418475	0.0197565
G001418585	0.0341267
G001418655	0.0312811
G001419745	0.0173174
G001509795	0.067542
G001511815	0.0211183
G001513975	0.0654078
G001514045	0.027338
G001611795	0.0354479
G900090125	0.133702
