REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.171193	0.51249	0.16410656351827235
G000010605	0.185041	0.45333	0.19664852099801677
G000091305	0.170475	0.52587	0.16728339422284783
G000156435	0.163076	0.51844	0.15888807122714568
G000158935	0.157147	0.56108	0.15770715386734502
G000158955	0.166228	0.55439	0.16754509337924223
G000163875	0.195701	0.38399	0.2156208252982684
G000203835	0.157474	0.57383	0.157767153867345
G000213055	0.19714	0.34476	0.21819783079271168
G000225525	0.18406	0.06465	0.16314481732664424
G000242715	0.0281056	0.00109	0.18504097630493704
G000253235	0.18647	0.4469	0.18743641505639277
G000331005	0.177127	0.49166	0.17605670181050065
G000349325	0.170113	0.53285	0.1621648173266443
G000373565	0.205683	0.01177	0.1843480534178756
G000375725	0.206122	0.04478	0.19500473385830547
G000376565	0.175101	0.51974	0.16980670181050064
G000384175	0.202613	0.04118	0.18747641505639276
G000429085	0.186305	0.40609	0.19567107306612505
G000444875	0.168711	0.51092	0.15185955197353773
G000497425	0.18655	0.42028	0.20658206361473522
G000497445	0.170469	0.49737	0.16464167263223997
G000716215	0.169477	0.5435	0.16713211840010286
G000716805	0.175569	0.50075	0.1799365635182724
G000717025	0.185166	0.41706	0.20078852099801675
G000718095	0.188806	0.39525	0.2013420636147352
G000718315	0.17485	0.4714	0.16296924233627702
G000718595	0.18609	0.42422	0.18880641505639278
G000719335	0.191351	0.41526	0.2006541004099891
G000719955	0.189165	0.39924	0.19299783079271168
G000720455	0.189248	0.41877	0.20798410040998908
G000720475	0.168587	0.51857	0.1722513864850909
G000721105	0.169855	0.51722	0.16026211840010288
G000721235	0.159901	0.54664	0.154007153867345
G000721265	0.196289	0.32685	0.22519206361473523
G000721275	0.188275	0.45991	0.19214641505639274
G000725495	0.176659	0.50303	0.16706656351827237
G000725795	0.175516	0.43712	0.1656459142348714
G000818195	0.191645	0.07178	0.20534206361473523
G000819545	0.179278	0.16359	0.17591673222244755
G000830005	0.185852	0.45584	0.18485641505639275
G000968255	0.173246	0.52733	0.1662865635182724
G001005085	0.175058	0.53418	0.16495169860172748
G001013905	0.168542	0.5041	0.156916360218346
G001279695	0.185234	0.43066	0.19487357876641997
G001279725	0.191444	0.36897	0.21100410040998907
G001279985	0.171887	0.52835	0.16376223272340018
G001298575	0.179967	0.48933	0.1740967018105007
G001418335	0.176326	0.47996	0.1763965635182724
G001418415	0.148716	0.50913	0.15561036394575362
G001418465	0.176235	0.49266	0.17318200797346364
G001418475	0.169067	0.49202	0.16768339422284784
G001418655	0.171378	0.54247	0.16111656351827242
G001419745	0.174316	0.5047	0.17144200797346362
G001509795	0.170518	0.52733	0.15786481732664429
G001511815	0.169452	0.54351	0.1556673434178959
G001513975	0.168016	0.52747	0.15965481732664424
G001514045	0.172681	0.51492	0.1659121184001029
G001611795	0.166048	0.55844	0.15811509337924223
G001646665	0.186255	0.42522	0.18393641505639277
G001654495	0.172685	0.49103	0.16155806599991326
G001693675	0.193385	0.36234	0.2131408252982684
G001746425	0.189011	0.42183	0.20398410040998904
G001750785	0.191686	0.3856	0.19801641505639284
