#FeatureID	ESTIMATED
G000014205	0.0457059
G000017005	0.0701288
G000026745	0.0367955
G000027165	0.0660762
G000187465	0.0952228
G000187975	0.0139828
G000187995	0.012131
G000188015	0.0156468
G000253395	0.0289318
G000270145	0.020102
G000317855	0.0145196
G000344275	0.0612185
G000376985	0.0287171
G000377005	0.0452228
G000380005	0.0121846
G000380065	0.0230005
G000385925	0.0620505
G000423725	0.012453
G000423745	0.01927
G000423765	0.032555
G000440115	0.0373591
G000463355	0.0317767
G000463505	0.0350778
G000772915	0.0129361
G000785515	0.0767848
G000831485	0.0129093
G001182825	0.0356414
G001514435	0.0261943
G001598035	0.0154053
