REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.166879	0.4574	0.15528251431077322
G000091305	0.167593	0.47199	0.16103845316197551
G000156435	0.154878	0.49177	0.1464605251423286
G000158935	0.150992	0.49021	0.14972673262847463
G000204605	0.174967	0.40906	0.16298941123229663
G000213055	0.193595	0.3072	0.21763440034047532
G000225525	0.182464	0.05456	0.14767438580928524
G000242715	0.0208535	0.00039	0.1747466844480598
G000317595	0.169637	0.44395	0.15874163826756085
G000331005	0.171576	0.44375	0.16543370513705002
G000349325	0.160435	0.48465	0.1494554852290609
G000376565	0.165898	0.47572	0.15918370513705
G000444875	0.160421	0.47221	0.14015065374460037
G000497445	0.16008	0.46822	0.15301675571355483
G000716215	0.160764	0.49162	0.15576209987494677
G000716675	0.179598	0.43866	0.1700920618537816
G000716805	0.170937	0.44795	0.17111251431077323
G000718315	0.167296	0.44777	0.1512999164524847
G000719955	0.186255	0.36627	0.19243440034047538
G000720475	0.181104	0.41105	0.17819206185378159
G000721105	0.161774	0.4867	0.14889209987494675
G000721235	0.162254	0.4776	0.14929118514593628
G000725495	0.168874	0.45788	0.1582425143107732
G000725795	0.167268	0.40905	0.15390491843709417
G000802245	0.166592	0.38474	0.16995136691792867
G000819545	0.193518	0.07731	0.16611070202261724
G000827005	0.184488	0.36806	0.19245440034047537
G000968255	0.167579	0.47346	0.1574625143107732
G001279985	0.166909	0.47351	0.15211763465107078
G001418335	0.171389	0.4345	0.16757251431077325
G001418415	0.138124	0.47577	0.14203232906964533
G001418465	0.177861	0.42457	0.1726320618537816
G001418585	0.164607	0.46042	0.15393209987494674
G001418655	0.169652	0.46789	0.1522925143107732
G001419745	0.176535	0.43067	0.17089206185378158
G001513975	0.156347	0.48674	0.14604294667780252
G001514045	0.161349	0.47272	0.15454209987494674
G001611795	0.159318	0.49042	0.13851648260626442
G001654495	0.166832	0.43763	0.14990460770919795
G001660045	0.160864	0.48858	0.1508627693170112
