#FeatureID	ESTIMATED
G000014385	0.0192807
G000286115	0.0270552
G000286215	0.0210864
G000725025	0.0259718
G000725035	0.0269549
G000762045	0.0115464
G001867465	0.0262527
G001867535	0.026032
G001867615	0.0252897
G001867795	0.0247781
G001867835	0.0247881
G001867875	0.0248382
G001867915	0.024758
G001867975	0.0259116
G001868045	0.0247881
G001868055	0.0257411
G001868105	0.0262527
G001868115	0.0262627
G001868145	0.0246777
G001868185	0.0249085
G001868195	0.0240859
G001868205	0.0270552
G001868225	0.0257912
G001868275	0.0264032
G001868315	0.0255405
G001868425	0.024768
G001868715	0.0268245
G001868805	0.023795
G001869295	0.0251593
G001869395	0.0247881
G001869405	0.024768
G001869445	0.0257311
G001869655	0.0263229
G001869735	0.0256709
G001869885	0.0256909
G001869945	0.026343
G001869985	0.0252094
G001870005	0.0268145
G001870015	0.0257912
G001939485	0.0262728
