#FeatureID	ESTIMATED
G000009765	0.302511
G000091305	0.0127799
G000156435	0.0223803
G000158935	0.0141284
G000158955	0.056192
G000203835	0.0159594
G000204605	0.0108623
G000317595	0.0128789
G000331005	0.0141903
G000349325	0.0234938
G000497445	0.0435853
G000716215	0.0239268
G000716805	0.0117902
G000718315	0.033057
G000721105	0.0218112
G000721235	0.0151181
G000725495	0.0189286
G000725795	0.0218607
G000802245	0.0200049
G001005085	0.0324261
G001013905	0.0176172
G001279985	0.0179513
G001298575	0.0137325
G001418415	0.0136954
G001418475	0.0125696
G001418585	0.0224793
G001418655	0.0123222
G001419695	0.0129284
G001511815	0.054695
G001513975	0.0371397
G001514045	0.0227886
G001654495	0.018508
G001660045	0.0156872
