#FeatureID	ESTIMATED
G000009765	0.0138046
G000010605	0.0260928
G000158935	0.0260482
G000158955	0.0183318
G000203835	0.0338314
G000204605	0.0141169
G000213055	0.0150089
G000317595	0.0195584
G000349325	0.026851
G000376565	0.0317574
G000444875	0.020116
G000497425	0.0206958
G000497445	0.0151873
G000716215	0.0181311
G000716675	0.0129795
G000716805	0.032025
G000718315	0.0184657
G000720475	0.0259813
G000721235	0.0191347
G000725495	0.0214318
G000830005	0.0130241
G000968255	0.0234166
G001005085	0.0328501
G001013905	0.093488
G001278075	0.0207181
G001418335	0.025736
G001418415	0.0490633
G001418475	0.014719
G001418585	0.0209188
G001418655	0.0312667
G001419695	0.0467663
G001509795	0.028992
G001511815	0.024264
G001513975	0.0244648
G001514045	0.0285682
G001611795	0.0239741
G001646665	0.0193577
G001660045	0.0346789
G001750785	0.0141838
