#FeatureID	ESTIMATED
G000023245	0.0249139
G000062885	0.0270026
G000194155	0.0186102
G000196675	0.0184596
G000196835	0.0616826
G000231035	0.0177634
G000231055	0.0150725
G000243395	0.0115349
G000244955	0.0278682
G000244975	0.0174623
G000328705	0.0297876
G000374445	0.0202473
G000383795	0.0145645
G000384315	0.0629057
G000429025	0.014922
G000482865	0.0167661
G000504245	0.0125322
G000525635	0.0285833
G000564855	0.0233145
G000568255	0.0267392
G000620785	0.0255537
G000715825	0.0372015
G000715895	0.0137553
G000716595	0.0228252
G000716755	0.0398171
G000717175	0.0253467
G000717335	0.0348682
G000719115	0.0154677
G000719975	0.0249704
G000732925	0.0425644
G000974445	0.0185725
G001302585	0.0244999
G001420995	0.0180457
G001701025	0.0228628
G001902615	0.0175376
G001921215	0.0303333
G900104505	0.018008
G900115565	0.0489058
G900129375	0.0281316
