#FeatureID	ESTIMATED
G000009765	0.0164535
G000010605	0.014447
G000091305	0.0147647
G000156435	0.0199649
G000158935	0.0427891
G000158955	0.0358331
G000163875	0.266048
G000203835	0.0200652
G000317595	0.0177744
G000349325	0.0213026
G000376565	0.018159
G000444875	0.0159853
G000497445	0.0138617
G000716215	0.0202826
G000718095	0.0156843
G000718315	0.0138617
G000721105	0.0228576
G000721235	0.048006
G000725495	0.0172059
G000938975	0.0162027
G000968255	0.0162695
G001005085	0.01744
G001013905	0.0175403
G001279985	0.0175738
G001298575	0.0186105
G001418335	0.0268874
G001418415	0.0150991
G001418465	0.0159184
G001418475	0.0164535
G001418585	0.0189449
G001418655	0.0176741
G001419745	0.015584
G001509795	0.0265028
G001511815	0.0202993
G001514045	0.0213026
G001660045	0.0164368
G001905365	0.0299139
