#FeatureID	ESTIMATED
G000023245	0.0187867
G000194155	0.045264
G000196835	0.0367688
G000231055	0.0540586
G000244955	0.0305004
G000244975	0.146739
G000258175	0.0423637
G000328705	0.0250552
G000374445	0.0251675
G000383795	0.0552
G000482865	0.0206953
G000497205	0.0208263
G000504245	0.0214625
G000527075	0.0152689
G000568255	0.0197785
G000620785	0.0181692
G000715825	0.0284608
G000716595	0.0185622
G000716755	0.029808
G000717175	0.0127241
G000717335	0.019161
G000719115	0.0117885
G000720955	0.0226039
G000732925	0.0259721
G000739085	0.0386962
G000763095	0.0134351
G000974445	0.014221
G001302585	0.0204521
G001701025	0.0185435
G001902615	0.0121253
G001921215	0.0228846
G900104505	0.0263463
G900115565	0.0453202
G900129375	0.0227911
