#FeatureID	ESTIMATED
G000013365	0.0223001
G000013745	0.0204222
G000013885	0.163612
G000014825	0.0172197
G000195775	0.0148891
G000218565	0.0294596
G000284375	0.141664
G000336555	0.0145873
G000344805	0.0307339
G000378025	0.0565886
G000473125	0.0124243
G000504425	0.0110327
G000701345	0.0201036
G000702305	0.0526651
G001295845	0.020942
G001425835	0.0143358
G001440405	0.0338693
G001693385	0.0326118
G001908185	0.101256
G900011245	0.0770778
G900100155	0.0580976
G900104755	0.0392348
G900108575	0.0148723
