#FeatureID	ESTIMATED
G000006785	0.0530127
G000007265	0.0167139
G000007465	0.0520984
G000009545	0.0266618
G000017005	0.0159459
G000027165	0.0170979
G000187465	0.0220353
G000188035	0.0235714
G000188055	0.0172991
G000213825	0.0330438
G000228805	0.035421
G000228845	0.035165
G000228925	0.035293
G000229145	0.0474536
G000229225	0.142215
G000229545	0.0395172
G000229705	0.04429
G000230225	0.0351833
G000270145	0.0186889
G000317855	0.0831124
G000344275	0.0136052
G000376985	0.0144829
G000380005	0.0387858
G000385925	0.0140258
G000772915	0.0364817
G000785515	0.0196763
G000831485	0.0369388
G001638255	0.0321843
