#FeatureID	ESTIMATED
G000009765	0.0190932
G000091305	0.0186247
G000156435	0.0324797
G000158935	0.0456959
G000158955	0.0254245
G000203835	0.0497984
G000204605	0.0169496
G000317595	0.0177588
G000331005	0.0185537
G000349325	0.0314576
G000376565	0.0277809
G000497445	0.0425586
G000716215	0.028221
G000716675	0.0199307
G000716805	0.0160127
G000718315	0.0348646
G000719955	0.0123786
G000720475	0.0137272
G000721105	0.0293992
G000721235	0.0455823
G000725795	0.0238487
G000802245	0.0205553
G000968255	0.0230964
G001005085	0.0341548
G001013905	0.0245869
G001298575	0.0230396
G001418335	0.0161263
G001418475	0.0159133
G001418585	0.025538
G001418655	0.0227273
G001419695	0.0193061
G001419745	0.0683664
G001509795	0.0413662
G001513975	0.0434955
G001611795	0.0276958
G001654495	0.0238913
