REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000009765	0.168793	0.45818	0.1518891388536485
G000091305	0.174743	0.45884	0.16067438466918274
G000156435	0.166792	0.46857	0.15140798957532647
G000158935	0.159904	0.49309	0.14927516726624301
G000158955	0.165528	0.4533	0.15587964268881002
G000203835	0.160832	0.51102	0.149335167266243
G000204605	0.176293	0.42305	0.1607161837943392
G000213055	0.195896	0.31901	0.21130038590757957
G000242715	0.0335249	0.00295	0.1729533056443232
G000317595	0.174094	0.4333	0.15848438466918274
G000331005	0.173991	0.4387	0.16428618379433915
G000349325	0.165815	0.47346	0.14739877373043644
G000373565	0.203675	0.01407	0.1773752584172939
G000376565	0.16954	0.48423	0.15803618379433915
G000497445	0.161716	0.4613	0.1503635596532376
G000716215	0.164213	0.4661	0.1530038969883915
G000716675	0.181356	0.43389	0.16507844686403825
G000716805	0.175624	0.4253	0.16796376549481448
G000718315	0.16849	0.47433	0.14836410365499683
G000719955	0.18975	0.3761	0.1861003859075796
G000720475	0.18308	0.40074	0.17317844686403827
G000721105	0.165435	0.46256	0.14613389698839152
G000721235	0.162335	0.48664	0.14557516726624298
G000725795	0.167847	0.41748	0.15124465159782205
G000802245	0.170967	0.39624	0.1673550672964478
G000819545	0.186463	0.11148	0.16418892401121402
G000968255	0.170526	0.47989	0.1540691388536485
G001005085	0.168975	0.50114	0.15136686480484743
G001013905	0.167424	0.46155	0.14537729631221014
G001298575	0.176095	0.44754	0.16232618379433916
G001418335	0.175129	0.41446	0.16442376549481444
G001418475	0.174191	0.42435	0.16107438466918275
G001418585	0.168856	0.46024	0.15192777578133726
G001418655	0.172606	0.45149	0.14914376549481445
G001419695	0.171036	0.3923	0.16335749753364193
G001419745	0.172625	0.45208	0.16277188575819296
G001509795	0.163382	0.47509	0.13975839393977527
G001513975	0.159696	0.46907	0.14379688203130989
G001611795	0.166357	0.47382	0.14644964268881
G001654495	0.169354	0.45258	0.1481134498985748
