#FeatureID	ESTIMATED
G000011405	0.0274219
G000014605	0.0274219
G000017785	0.0272882
G000154145	0.0494212
G000168775	0.0288728
G000170295	0.0271647
G000262205	0.0403046
G000313385	0.0273087
G000478845	0.0280599
G000524575	0.0362402
G000681495	0.0268972
G000833335	0.0288831
G001042525	0.0410763
G001042545	0.0409528
G001412545	0.0370119
G001574475	0.0272779
G001574485	0.0272985
G001574495	0.0270515
G001574565	0.027175
G001574585	0.0273808
G001574635	0.0277306
G001574655	0.0290991
G001574675	0.0291917
G001574695	0.0292946
G001574705	0.0275145
G001574755	0.0272573
G001574775	0.0291094
G001574785	0.0288213
G001574795	0.0274116
G001574835	0.0272058
G001574885	0.02842
G001611815	0.0294284
G001696955	0.0290065
