#FeatureID	ESTIMATED
G000009765	0.0168403
G000091305	0.0203511
G000156435	0.016358
G000158955	0.0276042
G000203835	0.0168789
G000204605	0.0176119
G000317595	0.0295718
G000331005	0.0189622
G000349325	0.0322145
G000376565	0.0584491
G000695235	0.0211227
G000716215	0.0316744
G000716805	0.0210648
G000718315	0.0199653
G000721105	0.0553241
G000721235	0.0158372
G000721445	0.0164159
G000725495	0.018287
G000802245	0.0334684
G000830005	0.0298418
G000935125	0.0197724
G000968255	0.0190201
G001005085	0.0381559
G001013905	0.0212384
G001279985	0.0544367
G001298575	0.0195409
G001418415	0.0178434
G001418475	0.0178819
G001418655	0.0239969
G001419745	0.0299576
G001509795	0.0187693
G001511815	0.0554012
G001513975	0.0268904
G001514045	0.036169
G001611795	0.0320795
G001654495	0.0210262
G001660045	0.0152778
G001888885	0.0146991
