#FeatureID	ESTIMATED
G000015005	0.0360629
G000184435	0.0771299
G000230895	0.0246623
G000230935	0.0183899
G000234585	0.0195892
G000317305	0.0169562
G000328565	0.0226358
G000455165	0.046595
G000455325	0.0266198
G000559085	0.0188034
G000612825	0.0295423
G000613185	0.0276537
G000620625	0.0283292
G000805385	0.0213262
G001005175	0.0347119
G001021385	0.0169148
G001044235	0.0870416
G001044245	0.0394955
G001049355	0.0558037
G001291445	0.0170527
G001307545	0.0199063
G001426545	0.0214916
G001428895	0.0260959
G001494595	0.0213675
G001499855	0.0317204
G001499915	0.0328233
G001570425	0.0284257
G001583415	0.0504549
G001655245	0.102399
