#FeatureID	ESTIMATED
G000009765	0.0236283
G000091305	0.0205241
G000156435	0.0271244
G000158935	0.027049
G000158955	0.0162445
G000203835	0.0287518
G000317595	0.0188665
G000331005	0.0148883
G000349325	0.0154609
G000376565	0.0181432
G000444875	0.0212022
G000497445	0.0167116
G000695235	0.0144061
G000716215	0.0166212
G000716805	0.0152499
G000718315	0.0152801
G000718595	0.0125224
G000718635	0.0149033
G000720475	0.055394
G000721105	0.018972
G000721235	0.0384111
G000725495	0.0269887
G000725795	0.0186103
G000968255	0.0192734
G001005085	0.02399
G001013905	0.0243969
G001279985	0.0184446
G001298575	0.031404
G001418335	0.0318862
G001418415	0.0230105
G001418465	0.0276367
G001418475	0.0235982
G001418585	0.0282998
G001418655	0.0166513
G001419695	0.016787
G001419745	0.0249092
G001509795	0.0277271
G001511815	0.0258736
G001513975	0.0144814
G001514045	0.0231461
G001611795	0.0174801
G001654495	0.0311327
G001660045	0.0245023
G001729485	0.0142252
G001750785	0.0151896
