#FeatureID	ESTIMATED
G000009765	0.0158876
G000091305	0.0165335
G000156435	0.0237346
G000158935	0.0431097
G000158955	0.0943085
G000203835	0.0210382
G000317595	0.0180512
G000331005	0.014386
G000349325	0.019359
G000376565	0.0168887
G000444875	0.0169694
G000716215	0.0251877
G000716805	0.01571
G000718595	0.01416
G000719335	0.0251554
G000720455	0.103996
G000721105	0.0245419
G000721235	0.038718
G000725495	0.0167918
G000968255	0.0149027
G001005085	0.0175345
G001013905	0.0195043
G001279985	0.0177767
G001298575	0.0177121
G001418335	0.0256559
G001418415	0.0174699
G001418475	0.0171954
G001418585	0.0199887
G001418655	0.0162751
G001419695	0.0157423
G001509795	0.0247195
G001511815	0.0196335
G001514045	0.022895
G001654495	0.0160814
G001660045	0.0168725
G001746425	0.11701
G001905365	0.0185033
