REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000014385	0.00538845	0.93269	0.011062182507592356
G000286115	0.00256654	0.99392	0.004076471316633225
G000286215	0.0048537	0.93873	0.010292182507592356
G000309425	0.00259791	0.99412	0.0036677945655650083
G000725025	0.0027863	0.98727	0.004372095663517108
G000725035	0.00268472	0.98777	0.004802095663517109
G000762045	0.0145066	0.90967	0.017912182507592356
G001867465	0.00250424	0.99392	0.0050931848575898435
G001867525	0.0034347	0.97466	0.005502182507592356
G001867535	0.00267677	0.99254	0.0031045477597162184
G001867555	0.0022111	0.9698	0.0045803372725777
G001867615	0.00322113	0.98278	0.004632436081838241
G001867795	0.002724	0.98774	0.005482436081838242
G001867835	0.00257755	0.98713	0.0039003372725777002
G001867875	0.00272518	0.98775	0.0055424360818382415
G001867915	0.00257397	0.98713	0.003845819750392532
G001867975	0.00276905	0.98828	0.004205516771937316
G001868045	0.00218487	0.9698	0.005252436081838241
G001868105	0.00252737	0.99277	0.004223184857589842
G001868145	0.00276885	0.98757	0.005022436081838242
G001868185	0.00277872	0.98735	0.003928125864649682
G001868195	0.00247111	0.9674	0.0043820956635171075
G001868205	0.00269117	0.98651	0.005348711994962818
G001868225	0.00277173	0.98822	0.007505516771937316
G001868275	0.00256632	0.99392	0.006354407136846365
G001868315	0.00273157	0.98813	0.0031303372725777004
G001868405	0.00272502	0.98775	0.0052424360818382415
G001868425	0.00319367	0.98318	0.004427539734336546
G001868525	0.00228636	0.96914	0.004522436081838242
G001868545	0.0027683	0.98627	0.0036155167719373158
G001868555	0.00371463	0.97887	0.004982436081838242
G001868715	0.00238971	0.9996	0.0068224360818382405
G001868805	0.00217749	0.9698	0.0036377945655650086
G001869295	0.00280437	0.98847	0.006122436081838241
G001869305	0.00281577	0.98839	0.005472927505822245
G001869395	0.00268193	0.98753	0.004337350321678282
G001869405	0.00260781	0.98723	0.0039603372725777
G001869445	0.00276993	0.98676	0.005552436081838241
G001869655	0.00260731	0.994	0.004109938051741051
G001869735	0.00281766	0.98678	0.006015516771937315
G001869815	0.00274704	0.98812	0.005552436081838241
G001869885	0.00275858	0.98797	0.004457350321678283
G001869945	0.00256058	0.99391	0.003894407136846365
G001869985	0.0027488	0.98803	0.005942436081838242
G001870005	0.00304779	0.9805	0.007515819750392531
G001870015	0.00293967	0.98914	0.0049103372725777
G001939485	0.00257128	0.99392	0.005564407136846365
