#FeatureID	ESTIMATED
G000007865	0.0222124
G000164135	0.0234228
G000184435	0.0315513
G000195835	0.01352
G000222105	0.0196955
G000230895	0.016986
G000230935	0.016931
G000240505	0.0121997
G000266905	0.025252
G000277125	0.0204107
G000317305	0.0103979
G000340435	0.0221024
G000455325	0.0245643
G000526915	0.0141114
G000612825	0.030616
G000613185	0.0194342
G000620625	0.0236979
G000689255	0.0186227
G000723425	0.0199293
G000759695	0.0181
G000805385	0.0202319
G000970885	0.0225288
G000972925	0.0301759
G000975265	0.033188
G001005175	0.0214697
G001021385	0.0227488
G001021495	0.019723
G001021505	0.051233
G001044235	0.0321427
G001044245	0.0186089
G001049355	0.0290894
G001291445	0.0127361
G001307545	0.0195717
G001417955	0.0425406
G001426545	0.0129699
G001428895	0.0176737
G001494595	0.0151017
G001499855	0.0179625
G001499915	0.0179212
G001570425	0.0231064
G001583415	0.0313037
G001584765	0.0130936
G001655245	0.0302859
G001673105	0.0408351
