REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
G000015005	0.192289	0.37933	0.24169204950581338
G000214155	0.185049	0.32102	0.23333208468353306
G000230895	0.19635	0.34574	0.2493509623969051
G000230935	0.196119	0.34476	0.24487481722396656
G000234585	0.197509	0.18718	0.24017859641183478
G000328565	0.195684	0.35019	0.24475096239690514
G000373905	0.196092	0.16538	0.2532420495058133
G000455165	0.191613	0.37832	0.2329435926897158
G000455325	0.192814	0.37386	0.22769204950581343
G000559085	0.194703	0.33713	0.24709168359037717
G000612825	0.194001	0.38247	0.23220204950581336
G000613185	0.189966	0.38761	0.22408315901354597
G000805385	0.193753	0.35195	0.2357620495058134
G000972925	0.180395	0.32412	0.2402578176604101
G001005175	0.190199	0.36851	0.2196028390005628
G001021505	0.17714	0.34278	0.22309170855140323
G001044235	0.180998	0.44757	0.21181079989870155
G001044245	0.188398	0.38471	0.22845079989870148
G001049355	0.188794	0.4032	0.23216821880679606
G001291445	0.194893	0.32776	0.23817721911670708
G001307545	0.194973	0.34087	0.23279204950581336
G001426545	0.19631	0.3472	0.24369840023803058
G001428895	0.191595	0.38645	0.23318521580990015
G001494595	0.192388	0.33762	0.23719673707168634
G001499855	0.190919	0.33747	0.21943283900056285
G001499915	0.192052	0.34759	0.22488283900056277
G001570425	0.194541	0.36429	0.23657204950581337
G001583415	0.181971	0.41031	0.21594283900056283
G001655245	0.182742	0.42996	0.21504572771100675
G001673105	0.18013	0.32736	0.22610170855140324
