#FeatureID	ESTIMATED
G000284035	0.0224537
G000308355	0.0203533
G000308495	0.0307295
G000308515	0.0508727
G000308595	0.0258985
G000308635	0.0317377
G000308675	0.0319057
G000308695	0.0260245
G000308715	0.0535613
G000308755	0.0344683
G000308795	0.0244492
G000308835	0.0498015
G000308855	0.0389002
G000381925	0.0723393
G000523235	0.0518599
G000526215	0.0913693
G000719275	0.0208994
G001182745	0.0291752
G001310275	0.0254364
G001612765	0.0281039
G001613465	0.0339852
G001613505	0.047386
G001865855	0.132265
G001886715	0.0260245
