#FeatureID	ESTIMATED
G000010525	0.0118636
G000011365	0.050959
G000012725	0.0127871
G000013365	0.0228747
G000013745	0.0230405
G000013885	0.0181151
G000014825	0.0201752
G000195775	0.0193464
G000284375	0.0482595
G000293785	0.0175704
G000314675	0.0178783
G000314735	0.106038
G000336555	0.0197016
G000344805	0.0350699
G000472425	0.0436893
G000701345	0.0326545
G000751295	0.0192991
G000935205	0.0195359
G000938285	0.0454179
G001295845	0.0260952
G001425835	0.026924
G001440405	0.0474307
G001579845	0.0328439
G001641695	0.0458915
G001693385	0.0481648
G001908185	0.0386929
G900011245	0.050367
G900104755	0.0713237
G900108575	0.0279896
